our_number,dedup_group_id,dedup_rank,is_canonical_stage2,is_exact_duplicate_stage2,is_conflict_version_stage2,quality_score,drop_reason
25-11-40661-000027-1,SINGLE|25-11-40661-000027-1,1,1,0,0,0,kept_canonical
25-11-40661-000028-3,SINGLE|25-11-40661-000028-3,1,1,0,0,0,kept_canonical
25-11-40661-000029-4,SINGLE|25-11-40661-000029-4,1,1,0,0,0,kept_canonical
25-11-40661-000030-2,SINGLE|25-11-40661-000030-2,1,1,0,0,0,kept_canonical
25-11-40661-000031-5,SINGLE|25-11-40661-000031-5,1,1,0,0,0,kept_canonical
25-11-40661-000032-8,SINGLE|25-11-40661-000032-8,1,1,0,0,0,kept_canonical
25-11-40661-000033-1,SINGLE|25-11-40661-000033-1,1,1,0,0,0,kept_canonical
25-11-40661-000034-4,SINGLE|25-11-40661-000034-4,1,1,0,0,0,kept_canonical
25-11-40661-000035-3,SINGLE|25-11-40661-000035-3,1,1,0,0,0,kept_canonical
25-11-40661-000036-6,SINGLE|25-11-40661-000036-6,1,1,0,0,0,kept_canonical
25-11-40661-000037-7,SINGLE|25-11-40661-000037-7,1,1,0,0,0,kept_canonical
25-11-40661-000038-9,SINGLE|25-11-40661-000038-9,1,1,0,0,0,kept_canonical
25-11-40661-000039-0,SINGLE|25-11-40661-000039-0,1,1,0,0,0,kept_canonical
25-11-40661-000040-8,SINGLE|25-11-40661-000040-8,1,1,0,0,0,kept_canonical
25-11-40661-000041-9,SINGLE|25-11-40661-000041-9,1,1,0,0,0,kept_canonical
25-11-40661-000042-4,SINGLE|25-11-40661-000042-4,1,1,0,0,0,kept_canonical
25-11-40661-000043-5,SINGLE|25-11-40661-000043-5,1,1,0,0,1,kept_canonical
25-11-40661-000044-3,SINGLE|25-11-40661-000044-3,1,1,0,0,0,kept_canonical
25-11-40661-000045-6,SINGLE|25-11-40661-000045-6,1,1,0,0,1,kept_canonical
25-11-40661-000046-2,SINGLE|25-11-40661-000046-2,1,1,0,0,1,kept_canonical
25-11-40661-000047-0,SINGLE|25-11-40661-000047-0,1,1,0,0,1,kept_canonical
25-11-40661-000048-1,SINGLE|25-11-40661-000048-1,1,1,0,0,0,kept_canonical
25-11-40661-000049-7,SINGLE|25-11-40661-000049-7,1,1,0,0,0,kept_canonical
25-11-40661-000050-4,SINGLE|25-11-40661-000050-4,1,1,0,0,0,kept_canonical
25-11-40661-000051-2,SINGLE|25-11-40661-000051-2,1,1,0,0,0,kept_canonical
25-11-40661-000052-0,SINGLE|25-11-40661-000052-0,1,1,0,0,0,kept_canonical
25-11-40661-000053-6,SINGLE|25-11-40661-000053-6,1,1,0,0,0,kept_canonical
25-11-40661-000054-8,SINGLE|25-11-40661-000054-8,1,1,0,0,0,kept_canonical
25-11-40661-000055-7,SINGLE|25-11-40661-000055-7,1,1,0,0,0,kept_canonical
25-11-40661-000056-1,SINGLE|25-11-40661-000056-1,1,1,0,0,0,kept_canonical
25-11-40661-000057-3,SINGLE|25-11-40661-000057-3,1,1,0,0,1,kept_canonical
25-11-40663-000001-7,SINGLE|25-11-40663-000001-7,1,1,0,0,0,kept_canonical
25-11-40663-000002-5,SINGLE|25-11-40663-000002-5,1,1,0,0,0,kept_canonical
25-11-40663-000003-0,SINGLE|25-11-40663-000003-0,1,1,0,0,1,kept_canonical
25-11-40663-000004-9,SINGLE|25-11-40663-000004-9,1,1,0,0,1,kept_canonical
25-11-40663-000005-8,SINGLE|25-11-40663-000005-8,1,1,0,0,0,kept_canonical
25-11-40663-000006-3,SINGLE|25-11-40663-000006-3,1,1,0,0,0,kept_canonical
25-11-40663-000007-4,SINGLE|25-11-40663-000007-4,1,1,0,0,1,kept_canonical
25-11-40663-000008-2,SINGLE|25-11-40663-000008-2,1,1,0,0,0,kept_canonical
25-11-40663-000009-6,SINGLE|25-11-40663-000009-6,1,1,0,0,1,kept_canonical
25-11-40663-000010-5,SINGLE|25-11-40663-000010-5,1,1,0,0,0,kept_canonical
25-11-40663-000011-8,SINGLE|25-11-40663-000011-8,1,1,0,0,0,kept_canonical
25-11-40663-000012-6,SINGLE|25-11-40663-000012-6,1,1,0,0,0,kept_canonical
25-11-40663-000013-9,SINGLE|25-11-40663-000013-9,1,1,0,0,0,kept_canonical
25-11-40663-000014-7,SINGLE|25-11-40663-000014-7,1,1,0,0,0,kept_canonical
25-11-40663-000015-2,SINGLE|25-11-40663-000015-2,1,1,0,0,0,kept_canonical
25-11-40663-000016-0,SINGLE|25-11-40663-000016-0,1,1,0,0,0,kept_canonical
25-11-40663-000017-1,SINGLE|25-11-40663-000017-1,1,1,0,0,0,kept_canonical
25-11-40663-000018-3,SINGLE|25-11-40663-000018-3,1,1,0,0,0,kept_canonical
25-11-40664-000001-8,SINGLE|25-11-40664-000001-8,1,1,0,0,0,kept_canonical
25-11-40664-000002-6,SINGLE|25-11-40664-000002-6,1,1,0,0,0,kept_canonical
25-11-40665-000001-0,SINGLE|25-11-40665-000001-0,1,1,0,0,0,kept_canonical
25-11-40665-000002-9,SINGLE|25-11-40665-000002-9,1,1,0,0,0,kept_canonical
25-11-40665-000003-2,SINGLE|25-11-40665-000003-2,1,1,0,0,0,kept_canonical
25-11-40665-000004-1,SINGLE|25-11-40665-000004-1,1,1,0,0,0,kept_canonical
25-11-40665-000005-5,SINGLE|25-11-40665-000005-5,1,1,0,0,0,kept_canonical
25-11-40665-000006-4,SINGLE|25-11-40665-000006-4,1,1,0,0,0,kept_canonical
25-11-40665-000007-8,SINGLE|25-11-40665-000007-8,1,1,0,0,0,kept_canonical
25-11-40665-000008-6,SINGLE|25-11-40665-000008-6,1,1,0,0,0,kept_canonical
25-11-40665-000009-3,SINGLE|25-11-40665-000009-3,1,1,0,0,0,kept_canonical
25-11-40665-000010-8,SINGLE|25-11-40665-000010-8,1,1,0,0,0,kept_canonical
25-11-40665-000011-9,SINGLE|25-11-40665-000011-9,1,1,0,0,0,kept_canonical
25-11-40665-000012-4,SINGLE|25-11-40665-000012-4,1,1,0,0,0,kept_canonical
25-11-40665-000013-5,SINGLE|25-11-40665-000013-5,1,1,0,0,0,kept_canonical
25-11-40665-000014-3,SINGLE|25-11-40665-000014-3,1,1,0,0,0,kept_canonical
25-11-40665-000015-6,SINGLE|25-11-40665-000015-6,1,1,0,0,0,kept_canonical
25-11-40665-000016-2,SINGLE|25-11-40665-000016-2,1,1,0,0,0,kept_canonical
25-11-40665-000017-0,SINGLE|25-11-40665-000017-0,1,1,0,0,0,kept_canonical
25-11-40665-000018-1,SINGLE|25-11-40665-000018-1,1,1,0,0,0,kept_canonical
25-11-40665-000019-7,SINGLE|25-11-40665-000019-7,1,1,0,0,0,kept_canonical
25-11-40665-000020-3,SINGLE|25-11-40665-000020-3,1,1,0,0,0,kept_canonical
25-11-40665-000021-6,SINGLE|25-11-40665-000021-6,1,1,0,0,0,kept_canonical
25-11-40665-000022-7,SINGLE|25-11-40665-000022-7,1,1,0,0,2,kept_canonical
25-11-40665-000023-4,SINGLE|25-11-40665-000023-4,1,1,0,0,0,kept_canonical
25-11-40665-000024-2,SINGLE|25-11-40665-000024-2,1,1,0,0,0,kept_canonical
25-11-40665-000025-0,SINGLE|25-11-40665-000025-0,1,1,0,0,0,kept_canonical
25-11-40665-000026-9,SINGLE|25-11-40665-000026-9,1,1,0,0,0,kept_canonical
25-11-40665-000027-5,SINGLE|25-11-40665-000027-5,1,1,0,0,0,kept_canonical
25-11-40665-000028-8,SINGLE|25-11-40665-000028-8,1,1,0,0,0,kept_canonical
25-11-40665-000029-1,SINGLE|25-11-40665-000029-1,1,1,0,0,0,kept_canonical
25-11-40665-000030-0,SINGLE|25-11-40665-000030-0,1,1,0,0,0,kept_canonical
25-11-40665-000031-3,SINGLE|25-11-40665-000031-3,1,1,0,0,0,kept_canonical
25-11-40665-000032-1,SINGLE|25-11-40665-000032-1,1,1,0,0,0,kept_canonical
25-11-40665-000033-7,SINGLE|25-11-40665-000033-7,1,1,0,0,0,kept_canonical
25-11-40665-000034-5,SINGLE|25-11-40665-000034-5,1,1,0,0,0,kept_canonical
25-11-40665-000035-9,SINGLE|25-11-40665-000035-9,1,1,0,0,0,kept_canonical
25-11-40665-000036-8,SINGLE|25-11-40665-000036-8,1,1,0,0,0,kept_canonical
25-11-40665-000037-6,SINGLE|25-11-40665-000037-6,1,1,0,0,0,kept_canonical
25-11-40665-000038-4,SINGLE|25-11-40665-000038-4,1,1,0,0,0,kept_canonical
25-11-40665-000039-2,SINGLE|25-11-40665-000039-2,1,1,0,0,1,kept_canonical
25-11-40665-000040-2,SINGLE|25-11-40665-000040-2,1,1,0,0,0,kept_canonical
25-11-40665-000041-5,SINGLE|25-11-40665-000041-5,1,1,0,0,0,kept_canonical
25-11-40665-000042-8,SINGLE|25-11-40665-000042-8,1,1,0,0,0,kept_canonical
25-11-40665-000043-1,SINGLE|25-11-40665-000043-1,1,1,0,0,0,kept_canonical
25-11-40665-000044-4,SINGLE|25-11-40665-000044-4,1,1,0,0,0,kept_canonical
25-11-40665-000045-3,SINGLE|25-11-40665-000045-3,1,1,0,0,0,kept_canonical
25-11-40665-000046-6,SINGLE|25-11-40665-000046-6,1,1,0,0,0,kept_canonical
25-11-40665-000047-7,SINGLE|25-11-40665-000047-7,1,1,0,0,1,kept_canonical
25-11-40665-000048-9,SINGLE|25-11-40665-000048-9,1,1,0,0,0,kept_canonical
25-11-40665-000049-0,SINGLE|25-11-40665-000049-0,1,1,0,0,0,kept_canonical
25-11-40665-000050-9,SINGLE|25-11-40665-000050-9,1,1,0,0,0,kept_canonical
25-11-40665-000051-4,SINGLE|25-11-40665-000051-4,1,1,0,0,0,kept_canonical
25-11-40665-000052-3,SINGLE|25-11-40665-000052-3,1,1,0,0,0,kept_canonical
25-11-40665-000053-8,SINGLE|25-11-40665-000053-8,1,1,0,0,0,kept_canonical
25-11-40665-000054-6,SINGLE|25-11-40665-000054-6,1,1,0,0,0,kept_canonical
25-11-40666-000001-3,SINGLE|25-11-40666-000001-3,1,1,0,0,0,kept_canonical
25-11-40666-000002-1,SINGLE|25-11-40666-000002-1,1,1,0,0,0,kept_canonical
25-11-40666-000003-7,SINGLE|25-11-40666-000003-7,1,1,0,0,0,kept_canonical
25-11-40666-000004-5,SINGLE|25-11-40666-000004-5,1,1,0,0,0,kept_canonical
25-11-40666-000005-9,SINGLE|25-11-40666-000005-9,1,1,0,0,0,kept_canonical
25-11-40666-000006-8,SINGLE|25-11-40666-000006-8,1,1,0,0,0,kept_canonical
25-11-40666-000007-6,SINGLE|25-11-40666-000007-6,1,1,0,0,0,kept_canonical
25-11-40667-000002-2,SINGLE|25-11-40667-000002-2,1,1,0,0,0,kept_canonical
25-11-40667-000003-3,SINGLE|25-11-40667-000003-3,1,1,0,0,0,kept_canonical
25-11-40667-000004-0,SINGLE|25-11-40667-000004-0,1,1,0,0,0,kept_canonical
25-11-40667-000005-4,SINGLE|25-11-40667-000005-4,1,1,0,0,0,kept_canonical
25-11-40667-000006-5,SINGLE|25-11-40667-000006-5,1,1,0,0,0,kept_canonical
25-11-40667-000007-9,SINGLE|25-11-40667-000007-9,1,1,0,0,0,kept_canonical
25-11-40667-000008-7,SINGLE|25-11-40667-000008-7,1,1,0,0,0,kept_canonical
25-11-40667-000009-8,SINGLE|25-11-40667-000009-8,1,1,0,0,0,kept_canonical
25-11-40667-000010-4,SINGLE|25-11-40667-000010-4,1,1,0,0,0,kept_canonical
25-11-40667-000011-2,SINGLE|25-11-40667-000011-2,1,1,0,0,0,kept_canonical
25-11-40667-000012-0,SINGLE|25-11-40667-000012-0,1,1,0,0,0,kept_canonical
25-11-40667-000013-6,SINGLE|25-11-40667-000013-6,1,1,0,0,0,kept_canonical
25-11-40667-000014-8,SINGLE|25-11-40667-000014-8,1,1,0,0,0,kept_canonical
25-11-40667-000015-7,SINGLE|25-11-40667-000015-7,1,1,0,0,0,kept_canonical
25-11-40667-000016-1,SINGLE|25-11-40667-000016-1,1,1,0,0,0,kept_canonical
25-11-40667-000017-3,SINGLE|25-11-40667-000017-3,1,1,0,0,0,kept_canonical
25-11-40667-000018-5,SINGLE|25-11-40667-000018-5,1,1,0,0,0,kept_canonical
25-11-40667-000019-9,SINGLE|25-11-40667-000019-9,1,1,0,0,0,kept_canonical
25-11-40669-000001-9,SINGLE|25-11-40669-000001-9,1,1,0,0,0,kept_canonical
25-11-40669-000002-4,SINGLE|25-11-40669-000002-4,1,1,0,0,0,kept_canonical
25-11-40669-000003-5,SINGLE|25-11-40669-000003-5,1,1,0,0,0,kept_canonical
25-11-40669-000004-3,SINGLE|25-11-40669-000004-3,1,1,0,0,0,kept_canonical
25-11-40676-000001-0,SINGLE|25-11-40676-000001-0,1,1,0,0,0,kept_canonical
25-11-40676-000002-9,SINGLE|25-11-40676-000002-9,1,1,0,0,0,kept_canonical
25-11-40676-000003-2,SINGLE|25-11-40676-000003-2,1,1,0,0,0,kept_canonical
25-11-40676-000004-1,SINGLE|25-11-40676-000004-1,1,1,0,0,0,kept_canonical
25-11-40676-000005-5,SINGLE|25-11-40676-000005-5,1,1,0,0,0,kept_canonical
25-11-40676-000006-4,SINGLE|25-11-40676-000006-4,1,1,0,0,0,kept_canonical
25-11-40676-000007-8,SINGLE|25-11-40676-000007-8,1,1,0,0,0,kept_canonical
25-11-40676-000008-6,SINGLE|25-11-40676-000008-6,1,1,0,0,0,kept_canonical
25-11-40676-000009-3,SINGLE|25-11-40676-000009-3,1,1,0,0,0,kept_canonical
25-11-40676-000010-8,SINGLE|25-11-40676-000010-8,1,1,0,0,1,kept_canonical
25-11-40676-000011-9,SINGLE|25-11-40676-000011-9,1,1,0,0,0,kept_canonical
25-11-40676-000012-4,SINGLE|25-11-40676-000012-4,1,1,0,0,0,kept_canonical
25-11-40676-000013-5,SINGLE|25-11-40676-000013-5,1,1,0,0,0,kept_canonical
25-11-40676-000014-3,SINGLE|25-11-40676-000014-3,1,1,0,0,0,kept_canonical
25-11-40676-000015-6,SINGLE|25-11-40676-000015-6,1,1,0,0,0,kept_canonical
25-11-40676-000016-2,SINGLE|25-11-40676-000016-2,1,1,0,0,0,kept_canonical
25-11-40676-000017-0,SINGLE|25-11-40676-000017-0,1,1,0,0,0,kept_canonical
25-11-40676-000018-1,SINGLE|25-11-40676-000018-1,1,1,0,0,0,kept_canonical
25-11-40676-000019-7,SINGLE|25-11-40676-000019-7,1,1,0,0,0,kept_canonical
25-11-40676-000020-3,SINGLE|25-11-40676-000020-3,1,1,0,0,0,kept_canonical
25-11-40676-000021-6,SINGLE|25-11-40676-000021-6,1,1,0,0,0,kept_canonical
25-11-40676-000022-7,SINGLE|25-11-40676-000022-7,1,1,0,0,0,kept_canonical
25-11-40676-000023-4,SINGLE|25-11-40676-000023-4,1,1,0,0,0,kept_canonical
25-11-40676-000024-2,SINGLE|25-11-40676-000024-2,1,1,0,0,0,kept_canonical
25-11-40676-000025-0,SINGLE|25-11-40676-000025-0,1,1,0,0,0,kept_canonical
25-11-40676-000026-9,SINGLE|25-11-40676-000026-9,1,1,0,0,0,kept_canonical
25-11-40676-000027-5,SINGLE|25-11-40676-000027-5,1,1,0,0,0,kept_canonical
25-11-40676-000028-8,SINGLE|25-11-40676-000028-8,1,1,0,0,0,kept_canonical
25-11-40676-000029-1,SINGLE|25-11-40676-000029-1,1,1,0,0,1,kept_canonical
25-11-40676-000030-0,SINGLE|25-11-40676-000030-0,1,1,0,0,0,kept_canonical
25-11-40676-000031-3,SINGLE|25-11-40676-000031-3,1,1,0,0,0,kept_canonical
25-11-40677-000001-3,SINGLE|25-11-40677-000001-3,1,1,0,0,0,kept_canonical
25-11-40677-000002-1,SINGLE|25-11-40677-000002-1,1,1,0,0,0,kept_canonical
25-11-40677-000003-7,SINGLE|25-11-40677-000003-7,1,1,0,0,0,kept_canonical
25-11-40677-000004-5,SINGLE|25-11-40677-000004-5,1,1,0,0,0,kept_canonical
25-11-40677-000005-9,SINGLE|25-11-40677-000005-9,1,1,0,0,1,kept_canonical
25-11-40677-000006-8,SINGLE|25-11-40677-000006-8,1,1,0,0,0,kept_canonical
25-11-40677-000007-6,SINGLE|25-11-40677-000007-6,1,1,0,0,0,kept_canonical
25-11-40677-000008-4,SINGLE|25-11-40677-000008-4,1,1,0,0,0,kept_canonical
25-11-40678-000001-1,SINGLE|25-11-40678-000001-1,1,1,0,0,0,kept_canonical
25-11-40678-000002-2,SINGLE|25-11-40678-000002-2,1,1,0,0,0,kept_canonical
25-11-40678-000003-3,SINGLE|25-11-40678-000003-3,1,1,0,0,0,kept_canonical
25-11-40678-000004-0,SINGLE|25-11-40678-000004-0,1,1,0,0,0,kept_canonical
25-11-40678-000005-4,SINGLE|25-11-40678-000005-4,1,1,0,0,0,kept_canonical
25-11-40678-000006-5,SINGLE|25-11-40678-000006-5,1,1,0,0,2,kept_canonical
25-11-40678-000007-9,SINGLE|25-11-40678-000007-9,1,1,0,0,0,kept_canonical
25-11-40678-000008-7,SINGLE|25-11-40678-000008-7,1,1,0,0,0,kept_canonical
25-11-40678-000009-8,SINGLE|25-11-40678-000009-8,1,1,0,0,0,kept_canonical
25-11-40678-000010-4,SINGLE|25-11-40678-000010-4,1,1,0,0,0,kept_canonical
25-11-40678-000011-2,SINGLE|25-11-40678-000011-2,1,1,0,0,0,kept_canonical
25-11-40678-000012-0,SINGLE|25-11-40678-000012-0,1,1,0,0,0,kept_canonical
25-11-40678-000013-6,SINGLE|25-11-40678-000013-6,1,1,0,0,0,kept_canonical
25-11-40678-000014-8,SINGLE|25-11-40678-000014-8,1,1,0,0,0,kept_canonical
25-11-40678-000015-7,SINGLE|25-11-40678-000015-7,1,1,0,0,1,kept_canonical
25-11-40678-000016-1,SINGLE|25-11-40678-000016-1,1,1,0,0,1,kept_canonical
25-11-40678-000017-3,SINGLE|25-11-40678-000017-3,1,1,0,0,0,kept_canonical
25-11-40678-000018-5,SINGLE|25-11-40678-000018-5,1,1,0,0,0,kept_canonical
25-11-40678-000019-9,SINGLE|25-11-40678-000019-9,1,1,0,0,0,kept_canonical
25-11-40678-000020-0,SINGLE|25-11-40678-000020-0,1,1,0,0,1,kept_canonical
25-11-40678-000021-3,SINGLE|25-11-40678-000021-3,1,1,0,0,1,kept_canonical
25-11-40678-000022-1,SINGLE|25-11-40678-000022-1,1,1,0,0,0,kept_canonical
25-11-40678-000023-7,SINGLE|25-11-40678-000023-7,1,1,0,0,0,kept_canonical
25-11-40678-000024-5,SINGLE|25-11-40678-000024-5,1,1,0,0,0,kept_canonical
25-11-40678-000025-9,SINGLE|25-11-40678-000025-9,1,1,0,0,0,kept_canonical
25-11-40678-000026-8,SINGLE|25-11-40678-000026-8,1,1,0,0,0,kept_canonical
25-11-40678-000027-6,SINGLE|25-11-40678-000027-6,1,1,0,0,0,kept_canonical
25-11-40678-000028-4,SINGLE|25-11-40678-000028-4,1,1,0,0,0,kept_canonical
25-11-40678-000029-2,SINGLE|25-11-40678-000029-2,1,1,0,0,0,kept_canonical
25-11-40678-000030-5,SINGLE|25-11-40678-000030-5,1,1,0,0,0,kept_canonical
25-11-40678-000031-8,SINGLE|25-11-40678-000031-8,1,1,0,0,0,kept_canonical
25-11-40678-000032-6,SINGLE|25-11-40678-000032-6,1,1,0,0,0,kept_canonical
25-11-40678-000033-9,SINGLE|25-11-40678-000033-9,1,1,0,0,0,kept_canonical
25-11-40678-000034-7,SINGLE|25-11-40678-000034-7,1,1,0,0,0,kept_canonical
25-11-40678-000035-2,SINGLE|25-11-40678-000035-2,1,1,0,0,0,kept_canonical
25-11-40678-000036-0,SINGLE|25-11-40678-000036-0,1,1,0,0,0,kept_canonical
25-11-40678-000037-1,SINGLE|25-11-40678-000037-1,1,1,0,0,0,kept_canonical
25-11-40678-000038-3,SINGLE|25-11-40678-000038-3,1,1,0,0,1,kept_canonical
25-11-40678-000039-4,SINGLE|25-11-40678-000039-4,1,1,0,0,0,kept_canonical
25-11-40678-000040-9,SINGLE|25-11-40678-000040-9,1,1,0,0,0,kept_canonical
25-11-40678-000041-4,SINGLE|25-11-40678-000041-4,1,1,0,0,2,kept_canonical
25-11-40678-000042-3,SINGLE|25-11-40678-000042-3,1,1,0,0,2,kept_canonical
25-11-40678-000043-8,SINGLE|25-11-40678-000043-8,1,1,0,0,0,kept_canonical
25-11-40678-000044-6,SINGLE|25-11-40678-000044-6,1,1,0,0,0,kept_canonical
25-11-40678-000045-1,SINGLE|25-11-40678-000045-1,1,1,0,0,0,kept_canonical
25-11-40678-000046-7,SINGLE|25-11-40678-000046-7,1,1,0,0,1,kept_canonical
25-11-40678-000047-2,SINGLE|25-11-40678-000047-2,1,1,0,0,0,kept_canonical
25-11-40678-000048-0,SINGLE|25-11-40678-000048-0,1,1,0,0,0,kept_canonical
25-11-40678-000049-5,SINGLE|25-11-40678-000049-5,1,1,0,0,0,kept_canonical
25-11-40678-000050-8,SINGLE|25-11-40678-000050-8,1,1,0,0,1,kept_canonical
25-11-40678-000051-9,SINGLE|25-11-40678-000051-9,1,1,0,0,0,kept_canonical
25-11-40678-000052-4,SINGLE|25-11-40678-000052-4,1,1,0,0,0,kept_canonical
25-11-40678-000053-5,SINGLE|25-11-40678-000053-5,1,1,0,0,0,kept_canonical
25-11-40678-000054-3,SINGLE|25-11-40678-000054-3,1,1,0,0,1,kept_canonical
25-11-40678-000055-6,SINGLE|25-11-40678-000055-6,1,1,0,0,0,kept_canonical
25-11-40678-000056-2,SINGLE|25-11-40678-000056-2,1,1,0,0,0,kept_canonical
25-11-40678-000057-0,SINGLE|25-11-40678-000057-0,1,1,0,0,0,kept_canonical
25-11-40678-000058-1,SINGLE|25-11-40678-000058-1,1,1,0,0,1,kept_canonical
25-11-40678-000059-7,SINGLE|25-11-40678-000059-7,1,1,0,0,1,kept_canonical
25-11-40678-000060-7,SINGLE|25-11-40678-000060-7,1,1,0,0,0,kept_canonical
25-11-40678-000061-0,SINGLE|25-11-40678-000061-0,1,1,0,0,0,kept_canonical
25-11-40678-000062-9,SINGLE|25-11-40678-000062-9,1,1,0,0,0,kept_canonical
25-11-40678-000063-2,SINGLE|25-11-40678-000063-2,1,1,0,0,0,kept_canonical
25-11-40678-000064-1,SINGLE|25-11-40678-000064-1,1,1,0,0,0,kept_canonical
25-11-40678-000065-5,SINGLE|25-11-40678-000065-5,1,1,0,0,0,kept_canonical
25-11-40678-000066-4,SINGLE|25-11-40678-000066-4,1,1,0,0,1,kept_canonical
25-11-40678-000067-8,SINGLE|25-11-40678-000067-8,1,1,0,0,0,kept_canonical
25-11-40678-000068-6,SINGLE|25-11-40678-000068-6,1,1,0,0,0,kept_canonical
25-11-40678-000069-3,SINGLE|25-11-40678-000069-3,1,1,0,0,0,kept_canonical
25-11-40678-000070-1,SINGLE|25-11-40678-000070-1,1,1,0,0,1,kept_canonical
25-11-40678-000071-7,SINGLE|25-11-40678-000071-7,1,1,0,0,0,kept_canonical
25-11-40678-000072-5,SINGLE|25-11-40678-000072-5,1,1,0,0,0,kept_canonical
25-11-40678-000073-0,SINGLE|25-11-40678-000073-0,1,1,0,0,0,kept_canonical
25-11-40678-000074-9,SINGLE|25-11-40678-000074-9,1,1,0,0,1,kept_canonical
25-11-40678-000075-8,SINGLE|25-11-40678-000075-8,1,1,0,0,1,kept_canonical
25-11-40678-000078-2,SINGLE|25-11-40678-000078-2,1,1,0,0,0,kept_canonical
25-11-40678-000079-6,SINGLE|25-11-40678-000079-6,1,1,0,0,0,kept_canonical
25-11-40679-000001-8,SINGLE|25-11-40679-000001-8,1,1,0,0,0,kept_canonical
25-11-40679-000002-6,SINGLE|25-11-40679-000002-6,1,1,0,0,0,kept_canonical
25-11-40679-000003-9,SINGLE|25-11-40679-000003-9,1,1,0,0,0,kept_canonical
25-11-40681-000001-5,SINGLE|25-11-40681-000001-5,1,1,0,0,0,kept_canonical
25-11-40681-000002-8,SINGLE|25-11-40681-000002-8,1,1,0,0,1,kept_canonical
25-11-40681-000003-1,SINGLE|25-11-40681-000003-1,1,1,0,0,0,kept_canonical
25-11-40681-000004-4,SINGLE|25-11-40681-000004-4,1,1,0,0,0,kept_canonical
25-11-40681-000005-3,SINGLE|25-11-40681-000005-3,1,1,0,0,0,kept_canonical
25-11-40681-000006-6,SINGLE|25-11-40681-000006-6,1,1,0,0,0,kept_canonical
25-11-40681-000007-7,SINGLE|25-11-40681-000007-7,1,1,0,0,0,kept_canonical
25-11-40681-000008-9,SINGLE|25-11-40681-000008-9,1,1,0,0,0,kept_canonical
25-11-40681-000009-0,SINGLE|25-11-40681-000009-0,1,1,0,0,0,kept_canonical
25-11-40681-000010-6,SINGLE|25-11-40681-000010-6,1,1,0,0,0,kept_canonical
25-11-40681-000011-1,SINGLE|25-11-40681-000011-1,1,1,0,0,0,kept_canonical
25-11-40681-000012-2,SINGLE|25-11-40681-000012-2,1,1,0,0,0,kept_canonical
25-11-40681-000013-3,SINGLE|25-11-40681-000013-3,1,1,0,0,0,kept_canonical
25-11-40681-000014-0,SINGLE|25-11-40681-000014-0,1,1,0,0,0,kept_canonical
25-11-40681-000015-4,SINGLE|25-11-40681-000015-4,1,1,0,0,0,kept_canonical
25-11-40681-000016-5,SINGLE|25-11-40681-000016-5,1,1,0,0,0,kept_canonical
25-11-40681-000018-7,SINGLE|25-11-40681-000018-7,1,1,0,0,0,kept_canonical
25-11-40681-000019-8,SINGLE|25-11-40681-000019-8,1,1,0,0,0,kept_canonical
25-11-40681-000021-7,SINGLE|25-11-40681-000021-7,1,1,0,0,0,kept_canonical
25-11-40681-000022-5,SINGLE|25-11-40681-000022-5,1,1,0,0,0,kept_canonical
25-11-40681-000023-0,SINGLE|25-11-40681-000023-0,1,1,0,0,0,kept_canonical
25-11-40681-000024-9,SINGLE|25-11-40681-000024-9,1,1,0,0,0,kept_canonical
25-11-40681-000025-8,SINGLE|25-11-40681-000025-8,1,1,0,0,0,kept_canonical
25-11-40681-000027-4,SINGLE|25-11-40681-000027-4,1,1,0,0,0,kept_canonical
25-11-40681-000028-2,SINGLE|25-11-40681-000028-2,1,1,0,0,0,kept_canonical
25-11-40681-000029-6,SINGLE|25-11-40681-000029-6,1,1,0,0,1,kept_canonical
25-11-40681-000030-9,SINGLE|25-11-40681-000030-9,1,1,0,0,2,kept_canonical
25-11-40681-000031-4,SINGLE|25-11-40681-000031-4,1,1,0,0,2,kept_canonical
25-11-40681-000032-3,SINGLE|25-11-40681-000032-3,1,1,0,0,1,kept_canonical
25-11-40681-000033-8,SINGLE|25-11-40681-000033-8,1,1,0,0,2,kept_canonical
25-11-40681-000034-6,SINGLE|25-11-40681-000034-6,1,1,0,0,3,kept_canonical
25-11-40681-000035-1,SINGLE|25-11-40681-000035-1,1,1,0,0,0,kept_canonical
25-11-40681-000036-7,SINGLE|25-11-40681-000036-7,1,1,0,0,1,kept_canonical
25-11-40681-000037-2,SINGLE|25-11-40681-000037-2,1,1,0,0,0,kept_canonical
25-11-40681-000038-0,SINGLE|25-11-40681-000038-0,1,1,0,0,0,kept_canonical
25-11-40681-000039-5,SINGLE|25-11-40681-000039-5,1,1,0,0,0,kept_canonical
25-11-40686-000002-3,SINGLE|25-11-40686-000002-3,1,1,0,0,0,kept_canonical
25-11-40686-000003-8,SINGLE|25-11-40686-000003-8,1,1,0,0,0,kept_canonical
25-11-40686-000004-6,SINGLE|25-11-40686-000004-6,1,1,0,0,0,kept_canonical
25-11-40686-000005-1,SINGLE|25-11-40686-000005-1,1,1,0,0,0,kept_canonical
25-11-40686-000006-7,SINGLE|25-11-40686-000006-7,1,1,0,0,0,kept_canonical
25-11-40686-000009-5,SINGLE|25-11-40686-000009-5,1,1,0,0,1,kept_canonical
25-11-40686-000010-2,SINGLE|25-11-40686-000010-2,1,1,0,0,0,kept_canonical
